249, 88, 1, 0
499, 76, 1, 0
750, 32, 1, 0
1000, 56, 1, 0
1250, 16, 1, 0
1500, 44, 1, 0
1750, 112, 1, 0
2000, 8, 1, 0
2250, 64, 1, 0
2500, 76, 1, 0
2750, 52, 1, 0
3000, 4, 1, 0
3250, 64, 1, 0
3500, 84, 1, 0
3750, 36, 1, 0
4000, 132, 1, 0
4250, 20, 1, 0
4500, 80, 1, 0
4750, 68, 1, 0
5000, 8, 1, 0
5500, 84, 1, 0
5750, 44, 1, 0
6000, 12, 1, 0
6250, 52, 1, 0
6501, 115, 1, 0
6750, 88, 1, 0
7000, 60, 1, 0
7250, 16, 1, 0
7500, 28, 1, 0
7750, 92, 1, 0
8000, 84, 1, 0
8250, 48, 1, 0
8500, 56, 1, 0
8750, 24, 1, 0
9000, 44, 1, 0
9251, 23, 1, 0
10250, 56, 1, 0
10500, 100, 1, 0
10750, 8, 1, 0
11500, 88, 1, 0
11750, 32, 1, 0
12500, 44, 1, 0
12750, 72, 1, 0
13000, 28, 1, 0
13750, 16, 1, 0
14000, 96, 1, 0
14250, 44, 1, 0
15001, 31, 1, 0
15250, 20, 1, 0
16250, 32, 1, 0
16500, 52, 1, 0
16750, 84, 1, 0
17000, 16, 1, 0
17250, 8, 1, 0
18001, 95, 1, 0
18250, 16, 1, 0
19000, 48, 1, 0
19250, 100, 1, 0
19500, 4, 1, 0
20250, 20, 1, 0
20500, 144, 1, 0
20751, 100, 1, 0
21000, 32, 1, 0
21250, 36, 1, 0
21500, 88, 1, 0
22000, 120, 1, 0
22250, 48, 1, 0
22500, 28, 1, 0
23000, 20, 1, 0
23500, 8, 1, 0
24500, 112, 1, 0
24750, 32, 1, 0
25500, 52, 1, 0
25750, 76, 1, 0
26000, 44, 1, 0
26250, 60, 1, 0
26501, 27, 1, 0
26750, 92, 1, 0
27000, 116, 1, 0
27250, 80, 1, 0
27500, 100, 1, 0
27750, 68, 1, 0
28000, 72, 1, 0
28250, 60, 1, 0
28500, 12, 1, 0
28750, 48, 1, 0
29000, 24, 1, 0
29250, 44, 1, 0
29500, 4, 1, 0
29750, 36, 1, 0
30000, 12, 1, 0
30250, 16, 1, 0
30500, 80, 1, 0
30750, 16, 1, 0
31000, 20, 1, 0
31500, 24, 1, 0
31750, 92, 1, 0
32000, 20, 1, 0
33000, 128, 1, 0
33250, 32, 1, 0
34000, 20, 1, 0
34250, 52, 1, 0
34500, 100, 1, 0
34750, 12, 1, 0
35251, 19, 1, 0
35500, 56, 1, 0
35750, 48, 1, 0
36000, 20, 1, 0
36750, 28, 1, 0
37000, 56, 1, 0
37250, 32, 1, 0
38250, 144, 1, 0
38500, 28, 1, 0
39250, 24, 1, 0
39500, 32, 1, 0
39750, 40, 1, 0
40251, 135, 1, 0
40500, 40, 1, 0
40751, 7, 1, 0
41250, 60, 1, 0
41500, 20, 1, 0
41750, 96, 1, 0
42000, 36, 1, 0
42254, 43, 1, 0
42500, 32, 1, 0
42750, 52, 1, 0
43000, 132, 1, 0
43251, 107, 1, 0
43500, 24, 1, 0
43751, 31, 1, 0
44250, 48, 1, 0
44500, 4, 1, 0
45250, 96, 1, 0
45500, 12, 1, 0
46250, 36, 1, 0
47000, 40, 1, 0
47250, 12, 1, 0
47500, 104, 1, 0
47750, 60, 1, 0
48000, 132, 1, 0
48250, 32, 1, 0
48500, 32, 1, 0
48750, 36, 1, 0
49250, 24, 1, 0
49501, 31, 1, 0
49750, 52, 1, 0
50000, 60, 1, 0
50250, 28, 1, 0
51000, 48, 1, 0
51250, 76, 1, 0
51500, 20, 1, 0
52251, 23, 1, 0
52500, 96, 1, 0
52750, 4, 1, 0
53000, 92, 1, 0
53250, 32, 1, 0
53750, 24, 1, 0
54500, 24, 1, 0
54750, 32, 1, 0
55000, 80, 1, 0
56250, 48, 1, 0
56500, 28, 1, 0
56750, 36, 1, 0
57000, 8, 1, 0
57750, 20, 1, 0
58000, 36, 1, 0
58500, 20, 1, 0
58750, 76, 1, 0
59000, 60, 1, 0
59750, 16, 1, 0
60000, 108, 1, 0
60250, 4, 1, 0
