250, 7281, 0, 0
503, 7373, 0, 0
750, 6179, 0, 0
1000, 5482, 0, 0
1250, 5832, 0, 0
1500, 11663, 0, 0
1750, 7256, 0, 0
2000, 6057, 0, 0
2250, 7479, 0, 0
2500, 9188, 0, 0
2750, 7763, 0, 0
3000, 9453, 0, 0
3250, 8519, 0, 0
3500, 7234, 0, 0
3750, 8165, 0, 0
4000, 6568, 0, 0
4250, 6487, 0, 0
4500, 6236, 0, 0
4752, 6168, 0, 0
5002, 7586, 0, 0
5250, 5947, 0, 0
5500, 5401, 0, 0
5750, 7787, 0, 0
6000, 6662, 0, 0
6252, 7454, 0, 0
6500, 6188, 0, 0
6750, 5662, 0, 0
7000, 8727, 0, 0
7250, 8121, 0, 0
7500, 9086, 0, 0
7750, 11080, 0, 0
8000, 7999, 0, 0
8250, 8440, 0, 0
8500, 7522, 0, 0
8750, 10221, 0, 0
9000, 7178, 0, 0
9250, 6487, 0, 0
9500, 7953, 0, 0
9750, 6061, 0, 0
10000, 8860, 0, 0
10250, 7209, 0, 0
10500, 7490, 0, 0
10750, 8111, 0, 0
11000, 9097, 0, 0
11250, 8803, 0, 0
11500, 8109, 0, 0
11750, 7458, 0, 0
12000, 8621, 0, 0
12250, 6634, 0, 0
12500, 6398, 0, 0
12750, 8372, 0, 0
13000, 7236, 0, 0
13250, 10021, 0, 0
13500, 8038, 0, 0
13750, 5914, 0, 0
14001, 10667, 0, 0
14250, 7895, 0, 0
14500, 5963, 0, 0
14750, 5443, 0, 0
15000, 6852, 0, 0
15250, 5865, 0, 0
15500, 7487, 0, 0
15750, 6839, 0, 0
16000, 7626, 0, 0
16250, 6596, 0, 0
16500, 7631, 0, 0
16752, 6060, 0, 0
17000, 5901, 0, 0
17250, 8045, 0, 0
17500, 7711, 0, 0
17750, 8090, 0, 0
18000, 7175, 0, 0
18250, 7599, 0, 0
18500, 6812, 0, 0
18750, 7352, 0, 0
19000, 8033, 0, 0
19250, 9724, 0, 0
19500, 7662, 0, 0
19753, 6320, 0, 0
20000, 8525, 0, 0
20250, 10770, 0, 0
20502, 6490, 0, 0
20750, 8829, 0, 0
21000, 6695, 0, 0
21250, 9914, 0, 0
21500, 9298, 0, 0
21750, 9331, 0, 0
22000, 7723, 0, 0
22250, 7369, 0, 0
22501, 6513, 0, 0
22750, 7888, 0, 0
23000, 8570, 0, 0
23250, 8946, 0, 0
23503, 6469, 0, 0
23764, 7757, 0, 0
24000, 6994, 0, 0
24250, 5633, 0, 0
24500, 6759, 0, 0
24750, 10262, 0, 0
25000, 11192, 0, 0
25250, 7600, 0, 0
25500, 7760, 0, 0
25750, 8812, 0, 0
26000, 8107, 0, 0
26250, 8242, 0, 0
26500, 6846, 0, 0
26750, 6188, 0, 0
27000, 6986, 0, 0
27250, 8083, 0, 0
27501, 10751, 0, 0
27752, 7106, 0, 0
28000, 6779, 0, 0
28250, 6098, 0, 0
28500, 7142, 0, 0
28750, 8052, 0, 0
29000, 8677, 0, 0
29250, 7814, 0, 0
29500, 7846, 0, 0
29750, 6984, 0, 0
30000, 10791, 0, 0
30250, 9220, 0, 0
30500, 8274, 0, 0
30750, 8878, 0, 0
31000, 6550, 0, 0
31250, 6778, 0, 0
31500, 7274, 0, 0
31764, 8414, 0, 0
32000, 9833, 0, 0
32250, 7988, 0, 0
32500, 7821, 0, 0
32750, 6086, 0, 0
33000, 5397, 0, 0
33250, 7601, 0, 0
33500, 6033, 0, 0
33750, 6453, 0, 0
34000, 8733, 0, 0
34250, 8555, 0, 0
34500, 8134, 0, 0
34750, 12054, 0, 0
35000, 7010, 0, 0
35250, 5293, 0, 0
35501, 6688, 0, 0
35750, 6918, 0, 0
36010, 8191, 0, 0
36250, 8863, 0, 0
36503, 9087, 0, 0
36750, 7675, 0, 0
37001, 6554, 0, 0
37250, 7550, 0, 0
37500, 5825, 0, 0
37750, 7048, 0, 0
38000, 5537, 0, 0
38250, 5632, 0, 0
38500, 7017, 0, 0
38752, 8749, 0, 0
39000, 5599, 0, 0
39250, 7689, 0, 0
39500, 10214, 0, 0
39750, 10722, 0, 0
40007, 6997, 0, 0
40250, 9866, 0, 0
40500, 7247, 0, 0
40750, 8754, 0, 0
41000, 5896, 0, 0
41250, 6085, 0, 0
41500, 7343, 0, 0
41750, 5922, 0, 0
42000, 8153, 0, 0
42250, 6019, 0, 0
42500, 6650, 0, 0
42754, 7086, 0, 0
43001, 12492, 0, 0
43250, 12295, 0, 0
43500, 10668, 0, 0
43750, 14553, 0, 0
44000, 13233, 0, 0
44250, 7628, 0, 0
44510, 9556, 0, 0
44750, 9564, 0, 0
45020, 8145, 0, 0
45250, 12569, 0, 0
45500, 8752, 0, 0
45753, 8862, 0, 0
46000, 10003, 0, 0
46253, 12384, 0, 0
46502, 10575, 0, 0
46750, 7748, 0, 0
47013, 9456, 0, 0
47250, 14936, 0, 0
47500, 8992, 0, 0
47753, 9971, 0, 0
48000, 9640, 0, 0
48250, 7505, 0, 0
48500, 9006, 0, 0
48750, 7082, 0, 0
49000, 6322, 0, 0
49250, 11042, 0, 0
49500, 13981, 0, 0
49750, 10599, 0, 0
50000, 8661, 0, 0
50250, 7210, 0, 0
50504, 10345, 0, 0
50750, 15186, 0, 0
51000, 7104, 0, 0
51252, 8648, 0, 0
51501, 8891, 0, 0
51750, 8618, 0, 0
52000, 9330, 0, 0
52250, 10419, 0, 0
52500, 8184, 0, 0
52750, 9362, 0, 0
53000, 13993, 0, 0
53250, 16294, 0, 0
53500, 11494, 0, 0
53750, 11228, 0, 0
54000, 10623, 0, 0
54251, 8459, 0, 0
54500, 14413, 0, 0
54750, 12134, 0, 0
55000, 10063, 0, 0
55254, 7905, 0, 0
55500, 13879, 0, 0
55750, 11607, 0, 0
56000, 7614, 0, 0
56251, 8054, 0, 0
56500, 9378, 0, 0
56750, 11947, 0, 0
57000, 9804, 0, 0
57252, 8069, 0, 0
57502, 8093, 0, 0
57750, 8512, 0, 0
58004, 7295, 0, 0
58250, 8552, 0, 0
58500, 7117, 0, 0
58750, 8360, 0, 0
59000, 10431, 0, 0
59250, 7236, 0, 0
59500, 9605, 0, 0
59750, 10761, 0, 0
60000, 7697, 0, 0
60004, 7268, 0, 0
250, 12555, 0, 0
500, 11796, 0, 0
750, 11808, 0, 0
1000, 11692, 0, 0
1250, 8600, 0, 0
1500, 8809, 0, 0
1750, 7965, 0, 0
2000, 8811, 0, 0
2250, 8952, 0, 0
2503, 8685, 0, 0
2750, 11055, 0, 0
3000, 10465, 0, 0
3250, 10028, 0, 0
3503, 9829, 0, 0
3750, 8944, 0, 0
4000, 8238, 0, 0
4250, 8847, 0, 0
4500, 9106, 0, 0
4750, 8560, 0, 0
5005, 7423, 0, 0
5253, 10941, 0, 0
5502, 10325, 0, 0
5750, 9395, 0, 0
6000, 11244, 0, 0
6250, 7703, 0, 0
6500, 8331, 0, 0
6750, 7825, 0, 0
7011, 7121, 0, 0
7250, 12896, 0, 0
7500, 8974, 0, 0
7751, 10951, 0, 0
8000, 12486, 0, 0
8250, 10750, 0, 0
8518, 8151, 0, 0
8750, 12280, 0, 0
9000, 10892, 0, 0
9250, 11707, 0, 0
9500, 9426, 0, 0
9750, 9908, 0, 0
10000, 9265, 0, 0
10250, 9129, 0, 0
10500, 8855, 0, 0
10750, 11134, 0, 0
11000, 8735, 0, 0
11250, 10598, 0, 0
11500, 8442, 0, 0
11750, 8976, 0, 0
12000, 8921, 0, 0
12250, 8596, 0, 0
12500, 9882, 0, 0
12750, 10914, 0, 0
13008, 9477, 0, 0
13250, 11511, 0, 0
13500, 9304, 0, 0
13751, 8920, 0, 0
14000, 10013, 0, 0
14251, 8909, 0, 0
14500, 9146, 0, 0
14750, 11538, 0, 0
15006, 8408, 0, 0
15250, 11066, 0, 0
15500, 10928, 0, 0
15750, 9091, 0, 0
16000, 10977, 0, 0
16328, 9197, 0, 0
16500, 17604, 0, 0
16750, 9405, 0, 0
17009, 10806, 0, 0
17250, 13874, 0, 0
17500, 8116, 0, 0
17752, 7803, 0, 0
18000, 8642, 0, 0
18250, 9220, 0, 0
18500, 9576, 0, 0
18771, 8342, 0, 0
19000, 17510, 0, 0
19250, 10373, 0, 0
19500, 10157, 0, 0
19750, 8801, 0, 0
20000, 10054, 0, 0
20250, 9486, 0, 0
20500, 10962, 0, 0
20750, 8779, 0, 0
21000, 10420, 0, 0
21250, 8935, 0, 0
21500, 10865, 0, 0
21750, 7587, 0, 0
22000, 8868, 0, 0
22250, 9266, 0, 0
22500, 7688, 0, 0
22750, 8160, 0, 0
23000, 8010, 0, 0
23250, 9294, 0, 0
23500, 9712, 0, 0
23750, 8399, 0, 0
24000, 7974, 0, 0
24251, 10274, 0, 0
24500, 9293, 0, 0
24750, 12100, 0, 0
25000, 8627, 0, 0
25250, 10324, 0, 0
25500, 7442, 0, 0
25750, 8299, 0, 0
26000, 9017, 0, 0
26250, 8070, 0, 0
26500, 10551, 0, 0
26750, 10562, 0, 0
27000, 7668, 0, 0
27250, 7111, 0, 0
27500, 8702, 0, 0
27750, 11461, 0, 0
28009, 8996, 0, 0
28250, 9069, 0, 0
28517, 9130, 0, 0
28750, 10784, 0, 0
29000, 8914, 0, 0
29250, 8912, 0, 0
29500, 8690, 0, 0
29750, 8962, 0, 0
30000, 10380, 0, 0
30250, 9377, 0, 0
30500, 8752, 0, 0
30750, 12653, 0, 0
31000, 7348, 0, 0
31250, 8400, 0, 0
31500, 8418, 0, 0
31750, 8925, 0, 0
32000, 9349, 0, 0
32251, 9928, 0, 0
32500, 9771, 0, 0
32750, 11384, 0, 0
33000, 9821, 0, 0
33250, 7966, 0, 0
33500, 9261, 0, 0
33776, 8649, 0, 0
34000, 10029, 0, 0
34250, 11792, 0, 0
34500, 10188, 0, 0
34750, 9493, 0, 0
35000, 9587, 0, 0
35250, 10972, 0, 0
35501, 8295, 0, 0
35750, 9754, 0, 0
36000, 8422, 0, 0
36250, 9059, 0, 0
36500, 9357, 0, 0
36750, 8158, 0, 0
37000, 10412, 0, 0
37250, 10807, 0, 0
37500, 11444, 0, 0
37750, 8615, 0, 0
38000, 8869, 0, 0
38250, 10113, 0, 0
38500, 10737, 0, 0
38750, 10497, 0, 0
39000, 9530, 0, 0
39250, 11046, 0, 0
39512, 9009, 0, 0
39750, 11429, 0, 0
40000, 8741, 0, 0
40250, 10752, 0, 0
40500, 8936, 0, 0
40750, 9973, 0, 0
41000, 10101, 0, 0
41250, 9643, 0, 0
41500, 8187, 0, 0
41751, 10247, 0, 0
42000, 9691, 0, 0
42250, 8290, 0, 0
42500, 8318, 0, 0
42750, 7823, 0, 0
43000, 8598, 0, 0
43250, 9139, 0, 0
43500, 9578, 0, 0
43750, 10492, 0, 0
44000, 9519, 0, 0
44250, 9502, 0, 0
44500, 10383, 0, 0
44750, 8226, 0, 0
45000, 8702, 0, 0
45250, 8632, 0, 0
